"98","114111",,4301,932
"98","1142//",,2707,418
"98","11421/",,2707,418
"98","114210",,2707,418
"98","115111",,3226,272
"98","115113",,3677,345
"98","115114",,28341,696
"98","115115",,6826,323
"98","115116",,4509,670
"98","212111",,32924,276
"98","212311",,3711,319
"98","212312",,26234,649
"98","212313",,6774,63
"98","212319",,8380,292
"98","221112",,78790,691
"98","23493/",,91921,281
"98","234930",,91921,281
"98","3111//",,47012,861
"98","31111/",,47012,861
"98","311111",,13491,114
"98","311119",,33521,747
"98","311225",,7201,29
"98","31123/",,12949,17
"98","311230",,12949,17
"98","31134/",,24284,449
"98","311340",,24284,449
"98","3114//",,158905,663
"98","311511",,56617,142
"98","31152/",,19105,214
"98","311520",,19105,214
"98","311612",,100273,579
"98","311813",,15755,76
"98","31191/",,45630,169
"98","311911",,10183,52
"98","311919",,35447,117
"98","31192/",,11423,162
"98","311920",,11423,162
"98","31193/",,5625,88
"98","311930",,5625,88
"98","31194/",,27331,271
"98","31199/",,59859,610
"98","311991",,23967,260
"98","311999",,35892,350
"98","312111",,63889,145
"98","312113",,5416,380
"98","31212/",,30761,259
"98","312120",,30761,259
"98","31213/",,26832,962
"98","312130",,26832,962
"98","313111",,36918,112
"98","313113",,2612,80
"98","31321/",,87391,442
"98","313210",,87391,442
"98","31322/",,14746,279
"98","313221",,12742,141
"98","313222",,2004,138
"98","31323/",,17934,71
"98","313230",,17934,71
"98","313241",,10163,64
"98","313311",,32701,832
"98","31411/",,44438,257
"98","314110",,44438,257
"98","314129",,40429,392
"98","315211",,20849,570
"98","31522/",,70789,355
"98","315225",,12032,46
"98","315231",,10629,57
"98","315232",,11386,155
"98","315233",,14115,313
"98","315234",,6668,98
"98","315239",,29621,380
"98","31529/",,14562,371
"98","315291",,1236,14
"98","315292",,1794,184
"98","315299",,11532,173
"98","315991",,9933,166
"98","3161//",,9274,222
"98","31611/",,9274,222
"98","316110",,9274,222
"98","321211",,20946,119
"98","321214",,39133,230
"98","321911",,69060,801
"98","321912",,36349,784
"98","32221/",,188637,492
"98","322211",,117404,284
"98","322213",,4971,37
"98","322215",,14088,10
"98","322222",,36573,205
"98","32223/",,39077,247
"98","322291",,19186,32
"98","323112",,28983,382
"98","323117",,44245,326
"98","323118",,13345,93
"98","3254//",,237905,737
"98","32541/",,237905,737
"98","325411",,22496,208
"98","325412",,144577,346
"98","325413",,42239,86
"98","325414",,28593,97
"98","325611",,25983,557
"98","325612",,20751,428
"98","325613",,7301,79
"98","32562/",,56647,482
"98","325620",,56647,482
"98","32611/",,100385,474
"98","326111",,35891,127
"98","326112",,15190,32
"98","326113",,49304,315
"98","326121",,25514,294
"98","32613/",,12910,234
"98","326130",,12910,234
"98","326291",,49038,219
"98","32711/",,33866,763
"98","327111",,8437,22
"98","327112",,16997,692
"98","327113",,8432,49
"98","327122",,6584,162
"98","327124",,3797,40
"98","32731/",,16905,85
"98","327310",,16905,85
"98","327331",,19642,427
"98","32742/",,12611,152
"98","327420",,12611,152
"98","3311//",,126969,727
"98","33111/",,126969,727
"98","3312//",,58699,334
"98","33121/",,25191,66
"98","331210",,25191,66
"98","33122/",,33508,268
"98","331221",,13962,114
"98","331222",,19546,154
"98","3313//",,68535,205
"98","33131/",,68535,205
"98","331314",,8364,46
"98","331315",,13715,37
"98","331316",,25005,29
"98","3314//",,64203,481
"98","33141/",,11273,122
"98","331411",,2865,9
"98","331419",,8408,113
"98","33142/",,21876,61
"98","331422",,4136,24
"98","33149/",,31054,298
"98","3315//",,182632,931
"98","33151/",,101537,403
"98","331511",,66380,252
"98","331512",,17252,43
"98","331513",,17905,108
"98","33152/",,81095,528
"98","331524",,28391,201
"98","331525",,6967,125
"98","332114",,14369,88
"98","332116",,76938,685
"98","332311",,26297,422
"98","33241/",,21278,72
"98","332410",,21278,72
"98","332439",,13317,229
"98","3325//",,65577,479
"98","33251/",,65577,479
"98","332510",,65577,479
"98","332612",,17895,112
"98","33291/",,107896,531
"98","332991",,29531,60
"98","332992",,6727,87
"98","332993",,5984,29
"98","332994",,9746,117
"98","332995",,5094,14
"98","332996",,29638,449
"98","332997",,6138,554
"98","332998",,9712,58
"98","33311/",,79005,789
"98","333111",,55742,708
"98","333112",,23263,81
"98","33312/",,59627,347
"98","333120",,59627,347
"98","33313/",,37826,421
"98","333131",,9938,154
"98","333132",,27888,267
"98","33322/",,16820,376
"98","333220",,16820,376
"98","333291",,11484,150
"98","333292",,8758,332
"98","333298",,40767,743
"98","333311",,6853,46
"98","333312",,3281,33
"98","333313",,16602,47
"98","333314",,20723,247
"98","333315",,13182,190
"98","333319",,50969,799
"98","333411",,13597,163
"98","333415",,110459,300
"98","333513",,9285,149
"98","3336//",,96501,367
"98","33361/",,96501,367
"98","333611",,19560,50
"98","333612",,13180,73
"98","333613",,17021,121
"98","333618",,46740,123
"98","33391/",,55238,394
"98","333911",,30623,191
"98","33392/",,78058,738
"98","333921",,9359,83
"98","333922",,33077,340
"98","333923",,14189,132
"98","333924",,21433,183
"98","333993",,23680,400
"98","333994",,11998,154
"98","3341//",,155137,872
"98","33411/",,155137,872
"98","334111",,61660,335
"98","334112",,24336,111
"98","334113",,4434,56
"98","334119",,64707,370
"98","3342//",,206255,855
"98","33421/",,65176,205
"98","334210",,65176,205
"98","33422/",,117229,353
"98","334220",,117229,353
"98","33429/",,23850,297
"98","334290",,23850,297
"98","3343//",,25344,416
"98","33431/",,25344,416
"98","334310",,25344,416
"98","334413",,170775,463
"98","334416",,13488,179
"98","334417",,33919,102
"98","334418",,80021,219
"98","334419",,74527,814
"98","334510",,50049,256
"98","334511",,163424,331
"98","334512",,16717,239
"98","334513",,37731,672
"98","334514",,12068,128
"98","334515",,56816,463
"98","334516",,34350,312
"98","334517",,11801,72
"98","334518",,3704,72
"98","334519",,30892,457
"98","3346//",,37178,711
"98","33461/",,37178,711
"98","334611",,2995,189
"98","334612",,24049,390
"98","334613",,10134,132
"98","335122",,20337,124
"98","335129",,18463,152
"98","335312",,54485,254
"98","33591/",,26067,48
"98","33593/",,58590,288
"98","335931",,37384,223
"98","335932",,21206,65
"98","335999",,36940,432
"98","3361//",,216886,240
"98","33611/",,196197,205
"98","336111",,112453,144
"98","336112",,83744,61
"98","33612/",,20689,35
"98","336120",,20689,35
"98","3362//",,114410,881
"98","33621/",,114410,881
"98","336211",,39280,287
"98","336212",,22008,171
"98","336213",,16637,44
"98","336214",,36485,379
"98","33631/",,80507,785
"98","336311",,14511,51
"98","336312",,65996,734
"98","33632/",,83434,534
"98","336321",,13752,49
"98","336322",,69682,485
"98","33633/",,36109,86
"98","336330",,36109,86
"98","33634/",,36478,121
"98","336340",,36478,121
"98","33635/",,92395,295
"98","336350",,92395,295
"98","33636/",,47931,108
"98","336360",,47931,108
"98","33637/",,111908,112
"98","336370",,111908,112
"98","33639/",,168340,593
"98","336391",,12985,29
"98","336399",,155355,564
"98","3364//",,391273,663
"98","33641/",,391273,663
"98","336411",,152438,206
"98","336412",,73979,126
"98","336413",,103119,307
"98","3365//",,28199,46
"98","33651/",,28199,46
"98","336510",,28199,46
"98","336611",,86361,316
"98","336612",,44931,710
"98","3369//",,39545,573
"98","33699/",,39545,573
"98","336991",,14202,257
"98","336992",,5403,15
"98","336999",,19940,301
"98","337124",,19889,218
"98","337129",,2762,209
"98","337214",,35038,135
"98","337215",,64371,853
"98","33791/",,24138,294
"98","337910",,24138,294
"98","339111",,17916,204
"98","339112",,102891,656
"98","339114",,17171,654
"98","339115",,24311,361
"98","339912",,4561,119
"98","339913",,4662,296
"98","339914",,8139,688
"98","339932",,18300,617
"98","33994/",,21328,708
"98","339941",,6406,43
"98","339942",,5912,102
"98","339943",,5177,517
"98","339944",,3833,46
"98","339994",,14781,142
"98","42152/",,3874,754
"98","421520",,3874,754
"98","42244/",,17306,755
"98","422440",,17306,755
"98","4521//",,1742136,379
"98","45211/",,1742136,379
"98","452110",,1742136,379
"98","454319",,1760,457
"98","481112",,26949,390
"98","481212",,7890,251
"98","481219",,4017,390
"98","4831//",,45523,937
"98","48311/",,45523,937
"98","4832//",,18745,474
"98","48321/",,18745,474
"98","483211",,15117,277
"98","483212",,3628,197
"98","4851//",,46194,380
"98","48511/",,46194,380
"98","485111",,5216,72
"98","485113",,35578,285
"98","4852//",,20705,330
"98","48521/",,20705,330
"98","485210",,20705,330
"98","4855//",,32162,836
"98","48551/",,32162,836
"98","485510",,32162,836
"98","485999",,16100,735
"98","48691/",,5871,433
"98","486910",,5871,433
"98","488111",,1039,86
"98","4882//",,20667,598
"98","48821/",,20667,598
"98","488210",,20667,598
"98","48831/",,6304,142
"98","488310",,6304,142
"98","48832/",,50428,341
"98","488320",,50428,341
"98","48833/",,11224,579
"98","488330",,11224,579
"98","48839/",,9249,815
"98","488390",,9249,815
"98","51212/",,5311,577
"98","512120",,5311,577
"98","512132",,1687,180
"98","512199",,4553,377
"98","51221/",,1916,398
"98","512210",,1916,398
"98","51222/",,8705,267
"98","512220",,8705,267
"98","51223/",,4548,734
"98","512230",,4548,734
"98","51229/",,3454,470
"98","512290",,3454,470
"98","513111",,8973,362
"98","51312/",,123409,958
"98","513120",,123409,958
"98","51321/",,61796,816
"98","513210",,61796,816
"98","51334/",,16001,584
"98","513340",,16001,584
"98","51339/",,13417,989
"98","513390",,13417,989
"98","51411/",,10158,422
"98","514110",,10158,422
"98","52219/",,6020,199
"98","522190",,6020,199
"98","52221/",,68936,417
"98","522210",,68936,417
"98","522293",,4889,518
"98","522294",,12548,345
"98","52313/",,7301,974
"98","523130",,7301,974
"98","5232//",,7302,170
"98","52321/",,7302,170
"98","523210",,7302,170
"98","523999",,6052,613
"98","524128",,5964,308
"98","532112",,9088,871
"98","532411",,6712,733
"98","54136/",,7773,967
"98","541360",,7773,967
"98","54187/",,6291,729
"98","541870",,6291,729
"98","56145/",,27256,932
"98","561450",,27256,932
"98","562112",,8609,365
"98","562119",,7325,806
"98","562211",,16526,353
"98","562213",,3359,104
"98","562219",,4427,233
"98","6112//",,95015,260
"98","61121/",,95015,260
"98","611210",,95015,260
"98","61141/",,8269,344
"98","611410",,8269,344
"98","61163/",,12195,661
"98","611630",,12195,661
"98","621492",,63757,558
"98","621991",,52195,676
"98","622///",,5121584,780
"98","6221//",,4713450,454
"98","62211/",,4713450,454
"98","622110",,4713450,454
"98","6222//",,235942,109
"98","62221/",,235942,109
"98","622210",,235942,109
"98","6223//",,172192,217
"98","62231/",,172192,217
"98","622310",,172192,217
"98","71112/",,9970,549
"98","711120",,9970,549
"98","71119/",,6677,583
"98","711190",,6677,583
"98","711211",,38371,365
"98","711212",,44882,562
"98","71213/",,22257,341
"98","712130",,22257,341
"98","71219/",,7021,575
"98","712190",,7021,575
"98","71311/",,94107,352
"98","713110",,94107,352
"98","71321/",,163956,188
"98","713210",,163956,188
"98","71392/",,63872,146
"98","713920",,63872,146
"98","72112/",,301909,73
"98","721120",,301909,73
